Année,Indicateur,Valeur
1980,Dépenses nationales brutes ($ US courants),10804166365.32822
1981,Dépenses nationales brutes ($ US courants),9032077621.843622
1982,Dépenses nationales brutes ($ US courants),7786825863.65508
1983,Dépenses nationales brutes ($ US courants),6753423179.186808
1984,Dépenses nationales brutes ($ US courants),5916604646.867756
1985,Dépenses nationales brutes ($ US courants),5974451603.84897
1986,Dépenses nationales brutes ($ US courants),8305255746.725655
1987,Dépenses nationales brutes ($ US courants),9703340844.343084
1988,Dépenses nationales brutes ($ US courants),9988742621.912771
1989,Dépenses nationales brutes ($ US courants),9466822716.838402
1990,Dépenses nationales brutes ($ US courants),10301588817.210304
1991,Dépenses nationales brutes ($ US courants),10175160933.319958
1992,Dépenses nationales brutes ($ US courants),10901357893.217695
1993,Dépenses nationales brutes ($ US courants),10655139125.36472
1994,Dépenses nationales brutes ($ US courants),7380930225.5546465
1995,Dépenses nationales brutes ($ US courants),10195348656.231295
1996,Dépenses nationales brutes ($ US courants),11085219610.737825
1997,Dépenses nationales brutes ($ US courants),10872002198.504839
1998,Dépenses nationales brutes ($ US courants),11650029714.291912
1999,Dépenses nationales brutes ($ US courants),11667545071.935299
2000,Dépenses nationales brutes ($ US courants),10033702802.55925
2001,Dépenses nationales brutes ($ US courants),10342558421.469646
2002,Dépenses nationales brutes ($ US courants),10965593562.296349
2003,Dépenses nationales brutes ($ US courants),13771813772.574253
2004,Dépenses nationales brutes ($ US courants),15359319829.028063
2005,Dépenses nationales brutes ($ US courants),16476553052.545012
2006,Dépenses nationales brutes ($ US courants),16570340963.38311
2007,Dépenses nationales brutes ($ US courants),19846195535.33318
2008,Dépenses nationales brutes ($ US courants),22630733183.856503
2009,Dépenses nationales brutes ($ US courants),21711082911.22095
2010,Dépenses nationales brutes ($ US courants),23088982633.793476
2011,Dépenses nationales brutes ($ US courants),21663077619.75314
2012,Dépenses nationales brutes ($ US courants),25668397393.1964
2013,Dépenses nationales brutes ($ US courants),30355124806.7421
2014,Dépenses nationales brutes ($ US courants),33629287101.172985
2015,Dépenses nationales brutes ($ US courants),44900437525.17077
2016,Dépenses nationales brutes ($ US courants),47161057877.279594
2017,Dépenses nationales brutes ($ US courants),50917788428.17107
2018,Dépenses nationales brutes ($ US courants),58467506771.579254
2019,Dépenses nationales brutes ($ US courants),57865261106.20897
1962,Dépenses militaires (% du PIB),1.27553444180523
1963,Dépenses militaires (% du PIB),0.998988877654196
1964,Dépenses militaires (% du PIB),1.14392991239049
1965,Dépenses militaires (% du PIB),1.31969949916528
1966,Dépenses militaires (% du PIB),1.26356589147287
1967,Dépenses militaires (% du PIB),1.3126586869785999
1968,Dépenses militaires (% du PIB),1.16049004594181
1969,Dépenses militaires (% du PIB),1.14879649890591
1970,Dépenses militaires (% du PIB),1.18100747167992
1971,Dépenses militaires (% du PIB),1.50034098658786
1972,Dépenses militaires (% du PIB),1.6956337431114898
1973,Dépenses militaires (% du PIB),1.13034263511127
1974,Dépenses militaires (% du PIB),1.33964817320704
1975,Dépenses militaires (% du PIB),1.17843019772319
1976,Dépenses militaires (% du PIB),1.11888611210282
1977,Dépenses militaires (% du PIB),0.7947686116700201
1978,Dépenses militaires (% du PIB),1.0980931015143
1979,Dépenses militaires (% du PIB),1.12377230421145
1980,Dépenses militaires (% du PIB),1.16428671100981
1981,Dépenses militaires (% du PIB),1.09103604783102
1982,Dépenses militaires (% du PIB),1.1421677056103001
1983,Dépenses militaires (% du PIB),1.11504662496642
1984,Dépenses militaires (% du PIB),1.0255904194821701
1985,Dépenses militaires (% du PIB),0.996969503636596
1986,Dépenses militaires (% du PIB),1.05352867044739
1987,Dépenses militaires (% du PIB),1.2170987532159099
1988,Dépenses militaires (% du PIB),1.24914061221149
1989,Dépenses militaires (% du PIB),1.33037465830519
1990,Dépenses militaires (% du PIB),1.33343538456305
1991,Dépenses militaires (% du PIB),1.37485633155297
1992,Dépenses militaires (% du PIB),1.40745387954422
1993,Dépenses militaires (% du PIB),1.42855203312742
1994,Dépenses militaires (% du PIB),1.09673402255639
1995,Dépenses militaires (% du PIB)
1996,Dépenses militaires (% du PIB),0.8449185987955941
1997,Dépenses militaires (% du PIB),0.7968515982868299
1998,Dépenses militaires (% du PIB)
1999,Dépenses militaires (% du PIB)
2000,Dépenses militaires (% du PIB)
2001,Dépenses militaires (% du PIB)
2002,Dépenses militaires (% du PIB)
2003,Dépenses militaires (% du PIB),1.39160509170093
2004,Dépenses militaires (% du PIB),1.51507182012153
2005,Dépenses militaires (% du PIB),1.46253421225943
2006,Dépenses militaires (% du PIB),1.5019486655862901
2007,Dépenses militaires (% du PIB),1.59076449926457
2008,Dépenses militaires (% du PIB),1.52285574168237
2009,Dépenses militaires (% du PIB),1.7302394556636298
2010,Dépenses militaires (% du PIB),1.55796604921668
2011,Dépenses militaires (% du PIB),1.39202804464443
2012,Dépenses militaires (% du PIB),1.52141707161086
2013,Dépenses militaires (% du PIB),1.37538725031253
2014,Dépenses militaires (% du PIB),1.47596904942975
2015,Dépenses militaires (% du PIB),1.71944602659167
2016,Dépenses militaires (% du PIB),1.65744934604703
2017,Dépenses militaires (% du PIB),1.2527200937985599
2018,Dépenses militaires (% du PIB),1.33170810960433
2019,Dépenses militaires (% du PIB),1.13999422219699
2001,Dépenses (% du PIB),12.446368356788124
2002,Dépenses (% du PIB),13.218723451329748
2003,Dépenses (% du PIB),14.2948642578035
2004,Dépenses (% du PIB),14.328577341843655
2005,Dépenses (% du PIB),14.80621699103005
2006,Dépenses (% du PIB),13.838770215605914
2007,Dépenses (% du PIB),15.052262921474387
2008,Dépenses (% du PIB),15.439655458497572
2009,Dépenses (% du PIB),14.56762768787892
2010,Dépenses (% du PIB),14.902647304933344
2011,Dépenses (% du PIB),13.874578145301747
2012,Dépenses (% du PIB),15.342044057324985
2013,Dépenses (% du PIB),13.578290325519127
2014,Dépenses (% du PIB),12.729303715668566
2015,Dépenses (% du PIB),13.454699006787601
2016,Dépenses (% du PIB),13.524105568920689
2017,Dépenses (% du PIB),15.214981688624842
2018,Dépenses (% du PIB),14.866856295389033
2019,Dépenses (% du PIB),14.056241347633463
1960,Aide publique au développement nette reçue ($ US courants),129999.995231628
1961,Aide publique au développement nette reçue ($ US courants),3369999.8855590797
1962,Aide publique au développement nette reçue ($ US courants),9000000
1963,Aide publique au développement nette reçue ($ US courants),8649999.61853027
1964,Aide publique au développement nette reçue ($ US courants),39009998.3215332
1965,Aide publique au développement nette reçue ($ US courants),38619998.9318848
1966,Aide publique au développement nette reçue ($ US courants),35950000.762939505
1967,Aide publique au développement nette reçue ($ US courants),34020000.4577637
1968,Aide publique au développement nette reçue ($ US courants),44840000.1525879
1969,Aide publique au développement nette reçue ($ US courants),49659999.8474121
1970,Aide publique au développement nette reçue ($ US courants),52580001.8310547
1971,Aide publique au développement nette reçue ($ US courants),51069999.6948242
1972,Aide publique au développement nette reçue ($ US courants),48279998.779296905
1973,Aide publique au développement nette reçue ($ US courants),63319999.6948242
1974,Aide publique au développement nette reçue ($ US courants),75620002.746582
1975,Aide publique au développement nette reçue ($ US courants),99680000.3051758
1976,Aide publique au développement nette reçue ($ US courants),107449996.94824201
1977,Aide publique au développement nette reçue ($ US courants),103949996.94824201
1978,Aide publique au développement nette reçue ($ US courants),129550003.051758
1979,Aide publique au développement nette reçue ($ US courants),159919998.168945
1980,Aide publique au développement nette reçue ($ US courants),209800003.05175802
1981,Aide publique au développement nette reçue ($ US courants),123050003.05175799
1982,Aide publique au développement nette reçue ($ US courants),136429992.67578098
1983,Aide publique au développement nette reçue ($ US courants),155320007.32421902
1984,Aide publique au développement nette reçue ($ US courants),122989997.86377
1985,Aide publique au développement nette reçue ($ US courants),117360000.61035201
1986,Aide publique au développement nette reçue ($ US courants),174419998.168945
1987,Aide publique au développement nette reçue ($ US courants),240479995.727539
1988,Aide publique au développement nette reçue ($ US courants),424730010.986328
1989,Aide publique au développement nette reçue ($ US courants),394559997.558594
1990,Aide publique au développement nette reçue ($ US courants),686400024.414063
1991,Aide publique au développement nette reçue ($ US courants),629900024.414063
1992,Aide publique au développement nette reçue ($ US courants),755700012.207031
1993,Aide publique au développement nette reçue ($ US courants),763630004.882813
1994,Aide publique au développement nette reçue ($ US courants),1593699951.17188
1995,Aide publique au développement nette reçue ($ US courants),1212439941.40625
1996,Aide publique au développement nette reçue ($ US courants),964770019.53125
1997,Aide publique au développement nette reçue ($ US courants),447000000
1998,Aide publique au développement nette reçue ($ US courants),967270019.53125
1999,Aide publique au développement nette reçue ($ US courants),447779998.779297
2000,Aide publique au développement nette reçue ($ US courants),350920013.42773396
2001,Aide publique au développement nette reçue ($ US courants),186080001.831055
2002,Aide publique au développement nette reçue ($ US courants),1067500000
2003,Aide publique au développement nette reçue ($ US courants),253699996.94824198
2004,Aide publique au développement nette reçue ($ US courants),160710006.71386698
2005,Aide publique au développement nette reçue ($ US courants),91279998.7792969
2006,Aide publique au développement nette reçue ($ US courants),247139999.38964802
2007,Aide publique au développement nette reçue ($ US courants),171080001.831055
2008,Aide publique au développement nette reçue ($ US courants),584630004.882813
2009,Aide publique au développement nette reçue ($ US courants),2403010009.76563
2010,Aide publique au développement nette reçue ($ US courants),845309997.558594
2011,Aide publique au développement nette reçue ($ US courants),1437709960.9375
2012,Aide publique au développement nette reçue ($ US courants),2908350097.65625
2013,Aide publique au développement nette reçue ($ US courants),1273459960.9375
2014,Aide publique au développement nette reçue ($ US courants),925039978.027344
2015,Aide publique au développement nette reçue ($ US courants),651669982.910156
2016,Aide publique au développement nette reçue ($ US courants),615789978.027344
2017,Aide publique au développement nette reçue ($ US courants),829159973.144531
2018,Aide publique au développement nette reçue ($ US courants),960010009.765625
2019,Aide publique au développement nette reçue ($ US courants),1201229980.46875
2005,Épargne brute ($ US courants),1882667499.1303468
2006,Épargne brute ($ US courants),1891399616.593334
2007,Épargne brute ($ US courants),1952231876.5934246
2008,Épargne brute ($ US courants),3392532131.6002145
2009,Épargne brute ($ US courants),3746410319.0374346
2010,Épargne brute ($ US courants),3813858207.1677012
2011,Épargne brute ($ US courants),3423792077.172189
2012,Épargne brute ($ US courants),4047897715.706586
2013,Épargne brute ($ US courants),5544006242.663
2014,Épargne brute ($ US courants),7510952747.027654
2015,Épargne brute ($ US courants),10321816126.617298
2016,Épargne brute ($ US courants),9740110195.136425
2017,Épargne brute ($ US courants),8997841832.584333
2018,Épargne brute ($ US courants),9090517834.854301
2019,Épargne brute ($ US courants),10276092250.627192
2005,Épargne brute (% du PIB),11.015082559650901
2006,Épargne brute (% du PIB),10.615871789219902
2007,Épargne brute (% du PIB),9.583601919049206
2008,Épargne brute (% du PIB),13.947859066648865
2009,Épargne brute (% du PIB),15.369756590353731
2010,Épargne brute (% du PIB),15.311299912499434
2011,Épargne brute (% du PIB),13.47160672401278
2012,Épargne brute (% du PIB),15.110271119033115
2013,Épargne brute (% du PIB),17.727730088555433
2014,Épargne brute (% du PIB),21.23925955914421
2015,Épargne brute (% du PIB),22.52951585701485
2016,Épargne brute (% du PIB),20.30702727662998
2017,Épargne brute (% du PIB),17.44168052566289
2018,Épargne brute (% du PIB),15.670208651860174
2019,Épargne brute (% du PIB),17.554139390613066
1991,"Chômage, total (% de la population) (estimation modélisée OIT)",6.62
1992,"Chômage, total (% de la population) (estimation modélisée OIT)",6.7
1993,"Chômage, total (% de la population) (estimation modélisée OIT)",5.84
1994,"Chômage, total (% de la population) (estimation modélisée OIT)",4.95
1995,"Chômage, total (% de la population) (estimation modélisée OIT)",4.1
1996,"Chômage, total (% de la population) (estimation modélisée OIT)",4.1
1997,"Chômage, total (% de la population) (estimation modélisée OIT)",4.1
1998,"Chômage, total (% de la population) (estimation modélisée OIT)",4.1
1999,"Chômage, total (% de la population) (estimation modélisée OIT)",4.33
2000,"Chômage, total (% de la population) (estimation modélisée OIT)",4.52
2001,"Chômage, total (% de la population) (estimation modélisée OIT)",4.71
2002,"Chômage, total (% de la population) (estimation modélisée OIT)",4.96
2003,"Chômage, total (% de la population) (estimation modélisée OIT)",5.18
2004,"Chômage, total (% de la population) (estimation modélisée OIT)",5.36
2005,"Chômage, total (% de la population) (estimation modélisée OIT)",5.51
2006,"Chômage, total (% de la population) (estimation modélisée OIT)",5.61
2007,"Chômage, total (% de la population) (estimation modélisée OIT)",5.71
2008,"Chômage, total (% de la population) (estimation modélisée OIT)",5.88
2009,"Chômage, total (% de la population) (estimation modélisée OIT)",6.41
2010,"Chômage, total (% de la population) (estimation modélisée OIT)",6.71
2011,"Chômage, total (% de la population) (estimation modélisée OIT)",6.96
2012,"Chômage, total (% de la population) (estimation modélisée OIT)",7.22
2013,"Chômage, total (% de la population) (estimation modélisée OIT)",4.25
2014,"Chômage, total (% de la population) (estimation modélisée OIT)",3.65
2015,"Chômage, total (% de la population) (estimation modélisée OIT)",3.1
2016,"Chômage, total (% de la population) (estimation modélisée OIT)",2.6
2017,"Chômage, total (% de la population) (estimation modélisée OIT)",3.27
2018,"Chômage, total (% de la population) (estimation modélisée OIT)",3.21
2019,"Chômage, total (% de la population) (estimation modélisée OIT)",3.17
2020,"Chômage, total (% de la population) (estimation modélisée OIT)",3.5
1970,Dépenses publiques en éducation (% du PIB),5.86538982391357
1971,Dépenses publiques en éducation (% du PIB)
1972,Dépenses publiques en éducation (% du PIB),7.53185987472534
1973,Dépenses publiques en éducation (% du PIB),7.04560995101929
1974,Dépenses publiques en éducation (% du PIB),5.69039011001587
1975,Dépenses publiques en éducation (% du PIB),6.78573989868164
1976,Dépenses publiques en éducation (% du PIB),6.46212005615234
1977,Dépenses publiques en éducation (% du PIB)
1978,Dépenses publiques en éducation (% du PIB),6.75367021560669
1979,Dépenses publiques en éducation (% du PIB),8.23138999938965
1980,Dépenses publiques en éducation (% du PIB),6.85975980758667
1981,Dépenses publiques en éducation (% du PIB)
1982,Dépenses publiques en éducation (% du PIB)
1983,Dépenses publiques en éducation (% du PIB)
1984,Dépenses publiques en éducation (% du PIB)
1985,Dépenses publiques en éducation (% du PIB)
1986,Dépenses publiques en éducation (% du PIB)
1987,Dépenses publiques en éducation (% du PIB)
1988,Dépenses publiques en éducation (% du PIB)
1989,Dépenses publiques en éducation (% du PIB)
1990,Dépenses publiques en éducation (% du PIB)
1991,Dépenses publiques en éducation (% du PIB)
1992,Dépenses publiques en éducation (% du PIB),6.78113985061646
1993,Dépenses publiques en éducation (% du PIB),6.50304985046387
1994,Dépenses publiques en éducation (% du PIB),4.78869009017944
1995,Dépenses publiques en éducation (% du PIB),4.3014497756958
1996,Dépenses publiques en éducation (% du PIB),4.05623006820679
1997,Dépenses publiques en éducation (% du PIB),4.03088998794556
1998,Dépenses publiques en éducation (% du PIB),3.78794002532959
1999,Dépenses publiques en éducation (% du PIB),4.09432983398438
2000,Dépenses publiques en éducation (% du PIB),3.70367002487183
2001,Dépenses publiques en éducation (% du PIB),3.66867995262146
2002,Dépenses publiques en éducation (% du PIB),4.09033012390137
2003,Dépenses publiques en éducation (% du PIB),3.96798992156982
2004,Dépenses publiques en éducation (% du PIB),4.1278600692749
2005,Dépenses publiques en éducation (% du PIB),4.10575008392334
2006,Dépenses publiques en éducation (% du PIB),4.00150012969971
2007,Dépenses publiques en éducation (% du PIB),4.25832986831665
2008,Dépenses publiques en éducation (% du PIB),4.34125995635986
2009,Dépenses publiques en éducation (% du PIB),4.41245985031128
2010,Dépenses publiques en éducation (% du PIB),4.55346012115479
2011,Dépenses publiques en éducation (% du PIB),4.13754987716675
2012,Dépenses publiques en éducation (% du PIB),4.65410995483398
2013,Dépenses publiques en éducation (% du PIB),4.72900009155273
2014,Dépenses publiques en éducation (% du PIB),4.57742977142334
2015,Dépenses publiques en éducation (% du PIB),3.49415993690491
2016,Dépenses publiques en éducation (% du PIB),3.97232007980347
2017,Dépenses publiques en éducation (% du PIB),3.80347990989685
2018,Dépenses publiques en éducation (% du PIB),3.25603008270264
1971,"Inscriptions à l’école, préscolaire, (% brut)",1.22395002841949
1972,"Inscriptions à l’école, préscolaire, (% brut)",1.14886999130249
1973,"Inscriptions à l’école, préscolaire, (% brut)",1.23186004161835
1974,"Inscriptions à l’école, préscolaire, (% brut)"
1975,"Inscriptions à l’école, préscolaire, (% brut)"
1976,"Inscriptions à l’école, préscolaire, (% brut)",0.715699970722198
1977,"Inscriptions à l’école, préscolaire, (% brut)",0.6805499792099
1978,"Inscriptions à l’école, préscolaire, (% brut)",0.700150012969971
1979,"Inscriptions à l’école, préscolaire, (% brut)",0.718299984931946
1980,"Inscriptions à l’école, préscolaire, (% brut)",0.764389991760254
1981,"Inscriptions à l’école, préscolaire, (% brut)",0.755230009555817
1982,"Inscriptions à l’école, préscolaire, (% brut)",0.785130023956299
1983,"Inscriptions à l’école, préscolaire, (% brut)",0.782559990882874
1984,"Inscriptions à l’école, préscolaire, (% brut)",0.779179990291595
1985,"Inscriptions à l’école, préscolaire, (% brut)",0.858139991760254
1986,"Inscriptions à l’école, préscolaire, (% brut)",0.834159970283508
1987,"Inscriptions à l’école, préscolaire, (% brut)",0.889490008354187
1988,"Inscriptions à l’école, préscolaire, (% brut)",1.0035400390625
1989,"Inscriptions à l’école, préscolaire, (% brut)",1.0662100315094
1990,"Inscriptions à l’école, préscolaire, (% brut)",1.08469998836517
1991,"Inscriptions à l’école, préscolaire, (% brut)",0.982500016689301
1992,"Inscriptions à l’école, préscolaire, (% brut)",0.919359982013702
1993,"Inscriptions à l’école, préscolaire, (% brut)",1.42803001403809
1994,"Inscriptions à l’école, préscolaire, (% brut)",1.73666000366211
1995,"Inscriptions à l’école, préscolaire, (% brut)",1.93206000328064
1996,"Inscriptions à l’école, préscolaire, (% brut)",2.26834011077881
1997,"Inscriptions à l’école, préscolaire, (% brut)",2.28520011901855
1998,"Inscriptions à l’école, préscolaire, (% brut)",2.40757989883423
1999,"Inscriptions à l’école, préscolaire, (% brut)",2.38452005386353
2000,"Inscriptions à l’école, préscolaire, (% brut)",2.55058002471924
2001,"Inscriptions à l’école, préscolaire, (% brut)",2.66330003738403
2002,"Inscriptions à l’école, préscolaire, (% brut)",2.7562301158905
2003,"Inscriptions à l’école, préscolaire, (% brut)",2.93406009674072
2004,"Inscriptions à l’école, préscolaire, (% brut)"
2005,"Inscriptions à l’école, préscolaire, (% brut)"
2006,"Inscriptions à l’école, préscolaire, (% brut)",3.04814004898071
2007,"Inscriptions à l’école, préscolaire, (% brut)",2.90745997428894
2008,"Inscriptions à l’école, préscolaire, (% brut)",2.8701000213623
2009,"Inscriptions à l’école, préscolaire, (% brut)",3.44108009338379
2010,"Inscriptions à l’école, préscolaire, (% brut)"
2011,"Inscriptions à l’école, préscolaire, (% brut)",3.93746995925903
2012,"Inscriptions à l’école, préscolaire, (% brut)",4.69798994064331
2013,"Inscriptions à l’école, préscolaire, (% brut)",5.64321994781494
2014,"Inscriptions à l’école, préscolaire, (% brut)",6.4556999206543
2015,"Inscriptions à l’école, préscolaire, (% brut)",7.05882978439331
2016,"Inscriptions à l’école, préscolaire, (% brut)",7.7595100402832
2017,"Inscriptions à l’école, préscolaire, (% brut)",8.15108966827393
2018,"Inscriptions à l’école, préscolaire, (% brut)",8.20429992675781
2019,"Inscriptions à l’école, préscolaire, (% brut)",8.34589958190918
1970,"Inscriptions à l’école, primaire (% brut)",59.3325309753418
1971,"Inscriptions à l’école, primaire (% brut)",61.6468391418457
1972,"Inscriptions à l’école, primaire (% brut)",61.8044891357422
1973,"Inscriptions à l’école, primaire (% brut)",63.4482116699219
1974,"Inscriptions à l’école, primaire (% brut)",64.9351425170898
1975,"Inscriptions à l’école, primaire (% brut)",65.8115386962891
1976,"Inscriptions à l’école, primaire (% brut)",66.2424774169922
1977,"Inscriptions à l’école, primaire (% brut)",68.933837890625
1978,"Inscriptions à l’école, primaire (% brut)",72.3237762451172
1979,"Inscriptions à l’école, primaire (% brut)",75.5897903442383
1980,"Inscriptions à l’école, primaire (% brut)",77.3417587280273
1981,"Inscriptions à l’école, primaire (% brut)",79.1732482910156
1982,"Inscriptions à l’école, primaire (% brut)",79.5240478515625
1983,"Inscriptions à l’école, primaire (% brut)",78.9143829345703
1984,"Inscriptions à l’école, primaire (% brut)",76.6109085083008
1985,"Inscriptions à l’école, primaire (% brut)",74.1764984130859
1986,"Inscriptions à l’école, primaire (% brut)",72.9820938110352
1987,"Inscriptions à l’école, primaire (% brut)",71.5986633300781
1988,"Inscriptions à l’école, primaire (% brut)",71.5932922363281
1989,"Inscriptions à l’école, primaire (% brut)",71.9823226928711
1990,"Inscriptions à l’école, primaire (% brut)",71.7442016601563
1991,"Inscriptions à l’école, primaire (% brut)",70.1578903198242
1992,"Inscriptions à l’école, primaire (% brut)",69.4382019042969
1993,"Inscriptions à l’école, primaire (% brut)",68.0003128051758
1994,"Inscriptions à l’école, primaire (% brut)",70.0107803344727
1995,"Inscriptions à l’école, primaire (% brut)",70.5515670776367
1996,"Inscriptions à l’école, primaire (% brut)",71.0151824951172
1997,"Inscriptions à l’école, primaire (% brut)",71.8434524536133
1998,"Inscriptions à l’école, primaire (% brut)",72.571418762207
1999,"Inscriptions à l’école, primaire (% brut)",74.5728912353516
2000,"Inscriptions à l’école, primaire (% brut)",73.9116516113281
2001,"Inscriptions à l’école, primaire (% brut)",76.1258697509766
2002,"Inscriptions à l’école, primaire (% brut)",76.4701309204102
2003,"Inscriptions à l’école, primaire (% brut)",71.8636703491211
2004,"Inscriptions à l’école, primaire (% brut)"
2005,"Inscriptions à l’école, primaire (% brut)"
2006,"Inscriptions à l’école, primaire (% brut)",68.5109634399414
2007,"Inscriptions à l’école, primaire (% brut)",68.9822006225586
2008,"Inscriptions à l’école, primaire (% brut)",72.73876953125
2009,"Inscriptions à l’école, primaire (% brut)",71.8310012817383
2010,"Inscriptions à l’école, primaire (% brut)"
2011,"Inscriptions à l’école, primaire (% brut)",79.6928863525391
2012,"Inscriptions à l’école, primaire (% brut)",82.7346420288086
2013,"Inscriptions à l’école, primaire (% brut)",83.9913787841797
2014,"Inscriptions à l’école, primaire (% brut)",86.8001403808594
2015,"Inscriptions à l’école, primaire (% brut)",90.6590423583984
2016,"Inscriptions à l’école, primaire (% brut)",95.8866882324219
2017,"Inscriptions à l’école, primaire (% brut)",98.3680191040039
2018,"Inscriptions à l’école, primaire (% brut)",99.7997512817383
2019,"Inscriptions à l’école, primaire (% brut)",100.315338134766
1971,"Inscriptions à l’école, secondaire (% brut)",9.76463031768799
1972,"Inscriptions à l’école, secondaire (% brut)",10.688289642334
1973,"Inscriptions à l’école, secondaire (% brut)",11.6114501953125
1974,"Inscriptions à l’école, secondaire (% brut)",11.3404397964478
1975,"Inscriptions à l’école, secondaire (% brut)",12.0499897003174
1976,"Inscriptions à l’école, secondaire (% brut)",13.1961898803711
1977,"Inscriptions à l’école, secondaire (% brut)",13.6967496871948
1978,"Inscriptions à l’école, secondaire (% brut)",14.8470497131348
1979,"Inscriptions à l’école, secondaire (% brut)",16.2888298034668
1980,"Inscriptions à l’école, secondaire (% brut)",18.252799987793
1981,"Inscriptions à l’école, secondaire (% brut)",19.738109588623
1982,"Inscriptions à l’école, secondaire (% brut)"
1983,"Inscriptions à l’école, secondaire (% brut)",19.5731906890869
1984,"Inscriptions à l’école, secondaire (% brut)",19.3872203826904
1985,"Inscriptions à l’école, secondaire (% brut)",19.6604804992676
1986,"Inscriptions à l’école, secondaire (% brut)"
1987,"Inscriptions à l’école, secondaire (% brut)",19.1254501342773
1988,"Inscriptions à l’école, secondaire (% brut)"
1989,"Inscriptions à l’école, secondaire (% brut)"
1990,"Inscriptions à l’école, secondaire (% brut)"
1991,"Inscriptions à l’école, secondaire (% brut)"
1992,"Inscriptions à l’école, secondaire (% brut)"
1993,"Inscriptions à l’école, secondaire (% brut)"
1994,"Inscriptions à l’école, secondaire (% brut)"
1995,"Inscriptions à l’école, secondaire (% brut)"
1996,"Inscriptions à l’école, secondaire (% brut)"
1997,"Inscriptions à l’école, secondaire (% brut)"
1998,"Inscriptions à l’école, secondaire (% brut)"
1999,"Inscriptions à l’école, secondaire (% brut)",24.0576190948486
2000,"Inscriptions à l’école, secondaire (% brut)"
2001,"Inscriptions à l’école, secondaire (% brut)"
2002,"Inscriptions à l’école, secondaire (% brut)"
2003,"Inscriptions à l’école, secondaire (% brut)"
2004,"Inscriptions à l’école, secondaire (% brut)"
2005,"Inscriptions à l’école, secondaire (% brut)"
2006,"Inscriptions à l’école, secondaire (% brut)"
2007,"Inscriptions à l’école, secondaire (% brut)"
2008,"Inscriptions à l’école, secondaire (% brut)"
2009,"Inscriptions à l’école, secondaire (% brut)"
2010,"Inscriptions à l’école, secondaire (% brut)"
2011,"Inscriptions à l’école, secondaire (% brut)"
2012,"Inscriptions à l’école, secondaire (% brut)"
2013,"Inscriptions à l’école, secondaire (% brut)"
2014,"Inscriptions à l’école, secondaire (% brut)",38.9374008178711
2015,"Inscriptions à l’école, secondaire (% brut)",42.4538917541504
2016,"Inscriptions à l’école, secondaire (% brut)",45.0358085632324
2017,"Inscriptions à l’école, secondaire (% brut)",48.446849822998
2018,"Inscriptions à l’école, secondaire (% brut)",51.0266609191895
2019,"Inscriptions à l’école, secondaire (% brut)",54.6129913330078
1962,Migration nette,200706
1963,Migration nette
1964,Migration nette
1965,Migration nette
1966,Migration nette
1967,Migration nette,200706
1968,Migration nette
1969,Migration nette
1970,Migration nette
1971,Migration nette
1972,Migration nette,393042
1973,Migration nette
1974,Migration nette
1975,Migration nette
1976,Migration nette
1977,Migration nette,403322
1978,Migration nette
1979,Migration nette
1980,Migration nette
1981,Migration nette
1982,Migration nette,427498
1983,Migration nette
1984,Migration nette
1985,Migration nette
1986,Migration nette
1987,Migration nette,319134
1988,Migration nette
1989,Migration nette
1990,Migration nette
1991,Migration nette
1992,Migration nette,375000
1993,Migration nette
1994,Migration nette
1995,Migration nette
1996,Migration nette
1997,Migration nette,180000
1998,Migration nette
1999,Migration nette
2000,Migration nette
2001,Migration nette
2002,Migration nette,-300000
2003,Migration nette
2004,Migration nette
2005,Migration nette
2006,Migration nette
2007,Migration nette,-200000
2008,Migration nette
2009,Migration nette
2010,Migration nette
2011,Migration nette
2012,Migration nette,-80000
2013,Migration nette
2014,Migration nette
2015,Migration nette
2016,Migration nette
2017,Migration nette,-40000
1960,"Taux de fertilité, total (naissances par femme)",7.691
1961,"Taux de fertilité, total (naissances par femme)",7.72
1962,"Taux de fertilité, total (naissances par femme)",7.75
1963,"Taux de fertilité, total (naissances par femme)",7.781
1964,"Taux de fertilité, total (naissances par femme)",7.811
1965,"Taux de fertilité, total (naissances par femme)",7.841
1966,"Taux de fertilité, total (naissances par femme)",7.868
1967,"Taux de fertilité, total (naissances par femme)",7.893
1968,"Taux de fertilité, total (naissances par femme)",7.912
1969,"Taux de fertilité, total (naissances par femme)",7.927
1970,"Taux de fertilité, total (naissances par femme)",7.936
1971,"Taux de fertilité, total (naissances par femme)",7.941
1972,"Taux de fertilité, total (naissances par femme)",7.942
1973,"Taux de fertilité, total (naissances par femme)",7.939
1974,"Taux de fertilité, total (naissances par femme)",7.929
1975,"Taux de fertilité, total (naissances par femme)",7.91
1976,"Taux de fertilité, total (naissances par femme)",7.877
1977,"Taux de fertilité, total (naissances par femme)",7.828
1978,"Taux de fertilité, total (naissances par femme)",7.763
1979,"Taux de fertilité, total (naissances par femme)",7.682
1980,"Taux de fertilité, total (naissances par femme)",7.59
1981,"Taux de fertilité, total (naissances par femme)",7.488
1982,"Taux de fertilité, total (naissances par femme)",7.383
1983,"Taux de fertilité, total (naissances par femme)",7.278
1984,"Taux de fertilité, total (naissances par femme)",7.176
1985,"Taux de fertilité, total (naissances par femme)",7.078
1986,"Taux de fertilité, total (naissances par femme)",6.984
1987,"Taux de fertilité, total (naissances par femme)",6.892
